label,id
The Slow Show,1150
The Staves,1151
The Swell Season,1152
The Ting Tings,1153
The Toxic Avenger,1154
The Unicorns,1155
The Van Jets,1156
The Whitest Boy Alive,1157
Therapie TAXI,1158
Thievery Corporation,1159
Thieves Like Us,1160
This Is The Kit,1161
Thom Yorke,1162
Thomas Dybdahl,1163
Thomas Fersen,1164
Throwing Snow,1165
Thylacine,1166
Tibz,1167
Tiers,1168
Tiga,1169
Tim Bowness,1170
Tim Dup,1171
Tim Hecker,1172
Tim Knol,1173
Timber Timbre,1174
Tindersticks,1175
Tiny Vipers,1176
Tocotronic,1177
Tomas Andersson Wij,1178
Tori Amos,1179
Tosca,1180
Tricky,1181
Trifonic,1182
Triggerfinger,1183
Trinix,1184
Triptik,1185
Trois Cafés Gourmands,1186
Tryo,1187
Tunng,1188
Twin Shadow,1189
Two Fingers,1190
Télépopmusik,1191
Tété,1192
Têtes Raides,1193
Tülay German,1194
U.S. Girls,1195
UNKLE,1196
Uffie,1197
Underworld,1198
Until The Ribbon Breaks,1199
VNV Nation,1200
Valhère,1201
Vancouver Sleep Clinic,1202
Vanessa Paradis,1203
Vaults,1204
Vendredi sur Mer,1205
Vijay & Sofia Zlatko,1206
Villagers,1207
Vin's,1208
Vincent Delerm,1209
Vitalic,1210
Vive La Fête,1211
Volo,1212
Voyou,1213
Waldeck,1214
Warhaus,1215
Warhola,1216
Warpaint,1217
Washed Out,1218
Wax Tailor,1219
Waxahatchee,1220
We Draw A,1221
Weeping Willows,1222
Wende,1223
Weval,1224
Weyes Blood,1225
Whilk & Misky,1226
WhoMadeWho,1227
Wild Beasts,1228
Wild Nothing,1229
William Fitzsimmons,1230
Wolf Parade,1231
Woodkid,1232
Woods,1233
Worakls,1234
Wye Oak,1235
Xiu Xiu,1236
Xxanaxx,1237
Yael Naim,1238
Yasemin Mori,1239
Yelle,1240
Yo La Tengo,1241
Yodelice,1242
Yonderboi,1243
You Man,1244
Young Ejecta,1245
Young Galaxy,1246
Youssoupha,1247
Youth Lagoon,1248
Youthstar,1249
Yppah,1250
Yseult,1251
Yuksek,1252
ZZT,1253
Zazie,1254
Zeigeist,1255
Zenzile,1256
Zero 7,1257
Zita Swoon,1258
Zola Blood,1259
Zola Jesus,1260
Zoot Woman,1261
Zoufris Maracas,1262
Züri West,1263
dEUS,1264
iamamiwhoami,1265
ionnalee,1266
múm,1267
trentemøller,1268
Ásgeir,1269
Étienne Daho,1270
Étienne de Crécy,1271
Ólafur Arnalds,1272
