label,id
CLOVES,1195
COBRAH,1196
CONDeNSE,1197
COUCOU CHLOE,1198
CRASPORE,1199
CRX,1200
CRi,1201
CSS,1202
CYBEREALITYライフ,1203
CYNE,1204
Cabadzi,1205
Caballero,1206
Caballero & JeanJass,1207
Cabaret Nocturne,1208
Cabaret Voltaire,1209
Cabbage,1210
Cabbageboy,1211
Cabu,1212
Caesar,1213
Caesars,1214
Cafe Racer,1215
Café Flesh,1216
Caitlin Pasko,1217
Caitlyn Scarlett,1218
Caj Karlsson,1219
Cajsa Stina Åkerström,1220
Cake Bake Betty,1221
Cakes da Killa,1222
Calexico,1223
Cali,1224
Calica,1225
Califone,1226
Call Super,1227
Calla,1228
Calogero,1229
Calva,1230
Camane,1231
Camel Power Club,1232
Camera Obscura,1233
Camille,1234
Camouflage,1235
Camp Claude,1236
Camp Lo,1237
Camélia Jordana,1238
Can Güngör,1239
Can Kazaz,1240
Canblaster,1241
Cancre,1242
Candy Claws,1243
Canine,1244
Cannibal Ox,1245
Canozan,1246
Canyon City,1247
Cap'n Fresh & The Stay Fresh Seals,1248
Capitão Fausto,1249
Captain Beefheart & His Magic Band,1250
Captain Capa,1251
Car Seat Headrest,1252
Caravan Palace,1253
Carey Ott,1254
Cari Cari,1255
Caribou,1256
Carissa's Wierd,1257
Carl Broemel,1258
Carl Finlow,1259
Carl-Johan Vallgren,1260
Carla Bley,1261
Carla Bruni,1262
Carla dal Forno,1263
Carlos Burity,1264
Carlos Cipa,1265
Carlos Do Carmo,1266
Carly Comando,1267
Carly Rae Jepsen,1268
Carmen Maria Vega,1269
Carminho,1270
Caro Emerald,1271
Carol Welsman,1272
Carola,1273
Carolina Chocolate Drops,1274
Caroline Herring,1275
Caroline Polachek,1276
Caroline Rose,1277
Caroline Spence,1278
Caroline af Ugglas,1279
Carpark North,1280
Carrie Newcomer,1281
Carrie Rodriguez,1282
Carte Blanche,1283
Carved Souls,1284
Casa Murilo,1285
Casa del Mirto,1286
Casey Calhoun,1287
Casino Versus Japan,1288
Casiokids,1289
Casiotone For The Painfully Alone,1290
Caspa,1291
